gene,baseMean,log2FoldChange,padj
RPL19,283.6004573148218,-1.5284368236573755,0.0013545951556497241
KPNB1,46.71466724978313,-2.532688483362568,0.010135852028732703
PFN1,165.5208663067451,-1.7726469815140316,0.010247996196578719
C1QBP,43.64264693612781,-3.9177503634307023,0.0021504272411473286
MRPL27,10.881060692753458,-5.226253612260837,0.00805745478329486
RND2,11.5085192240622,4.920971207015153,0.015592466307360484
LUC7L3,223.95034757403783,2.5664856616955856,6.6637162434705885e-9
PRKAR1A,26.967468141889686,-3.094920678832885,0.0031785088425511517
IFT20,21.770022553496055,-2.032947482220297,0.0370000295982472
NDUFC1,90.21255125719115,-1.7493985793216653,0.005278986795539029
RPL34,427.7746115617783,-1.258578377539756,0.0297878410016655
GRPEL1,22.04374014412336,-2.3020382490308875,0.03505578572098368
DHX15,29.703886082432994,-1.871536409475906,0.025776263613819538
RAPGEF2,24.502912539939746,2.336325397787738,0.03677129942300433
KLHL5,31.71505425276245,-5.5062460272244556,4.4647389417877613e-4
UGDH,35.62784169810297,-1.9370360861711833,0.01867721449011872
FNBP4,12.259256050509622,2.2762511444268694,0.029560103041608693
HSPA8,132.47009624053837,-1.2453728016477281,0.017765479036549996
CCND1,42.43117162145368,-2.1747833563349026,0.01618517002377215
RNF141,11.056505527174037,-5.105516248833566,0.011671331438438353
EIF4G2,105.4081839970674,-1.1880110145005462,0.03895744669341995
SLC1A2,20.421048476586495,3.2124568025877647,0.021508901774253436
PTPMT1,7.29862933260596,-3.8543404543247117,0.036961414446450014
GTF2H1,6.4928354263249,-3.491918628369959,0.046962663538644235
ATP5F1B,90.18089381954417,-2.9710029486211713,0.004732754650428891
PTGES3,83.58190351132049,-2.8646491523423103,0.008440907404456048
KRT18,183.0929196786022,-2.3169566990383377,9.547305083797539e-5
ELK3,8.929001390236083,-4.410998032430676,0.025776263613819538
VPS29,28.05504459086582,-4.464996965213795,0.002555138914241019
MANSC1,5.896101466216119,2.8962841143904043,0.0319432714899724
ARHGDIB,15.333556371832978,-6.031019469120304,0.002026936157027244
SLC38A1,8.132733335678147,-4.362090294983709,0.023633880300853182
CPSF6,15.304141877459415,-2.4735588636209624,0.044264584226408304
TPI1,139.09637537048874,-1.8555832560395231,0.0029212165779722143
LDHB,123.71128949250445,-1.3355314323043137,0.03322656351616962
CMAS,16.31205488364604,-4.131163862390023,0.008469820257655634
HDDC2,8.186962020522058,-4.328225452946002,0.025107158194186838
GPLD1,20.946445528695566,2.485178200910622,0.0482508760572622
PERP,7.477109585221978,-4.044624209592463,0.031749538614766266
CUTA,12.654306781764896,-3.6312349303108653,0.01694802555285535
COX7A2,76.5031401254158,-1.8601775774843579,0.005512999934324825
DAP,11.926999665979498,-5.421503934191414,0.006382665089351724
MRPS30,8.8213862603287,-4.466947425684599,0.02319990854733023
HSPA9,53.484516392691795,-2.7033365564909,2.972529659821172e-4
CLINT1,13.992075623377495,-3.819888701235488,0.013568307573498577
RASGRF2,10.637714908559426,5.021671514108559,0.0027912657388089917
SUB1,132.02839515254902,-2.4706091989329546,0.025189169678681417
TARS1,33.085006791788366,-2.2240809103747083,0.02933550588293832
PPP2CA,34.96819936649346,-7.69410413362616,1.788773402312736e-5
RARS1,20.751199776680902,-2.4845779882380996,0.029341145045336296
CSNK1A1,64.48308233420013,-1.9752325181480452,0.0345842019524415
ATP6V0E1,10.825584525451914,-4.953679633405654,0.01574375549171175
FAM162A,23.759374235585124,-6.933644166301232,2.5345936290428804e-4
HES1,24.734915619992705,-1.90876533487735,0.036787525827766905
RPL24,255.90305470815144,-1.458523822917992,0.006171587044629746
COMMD2,8.410257964819358,-4.150884057165132,0.03240450331585917
KLHL24,23.581892152787137,2.180229557893584,0.03170569153487554
DGUOK,37.37651617626529,-2.3353404486386053,0.03302395936622612
SF3B6,119.98132293279016,-3.223850197912838,0.0013318245947869115
AUP1,10.72995252875,-3.358447152626407,0.029341145045336296
CCDC88A,49.38220502645419,1.4194527763988487,0.03170569153487554
MOB4,15.098302730617656,-5.923799690432549,0.003105479545283089
FHL2,21.56184028760064,-3.4143846029029774,0.00872923086264214
PPP1R7,20.34162459841408,-6.636437333153861,4.764846561587441e-4
ODC1,14.33564110151029,-2.236358238889816,0.0401691070882212
CEBPZ,26.444108660309887,-2.1619253391364355,0.048955325670171336
PCYOX1,24.987502006680526,4.4272130020310785,0.0018456957431360875
EPAS1,9.72266670443997,-2.9276855891768783,0.04276001789552634
PARD3B,18.289616768038805,4.575657067276103,0.0017817856674498481
TNR,10.469730839552938,3.0493758697504787,0.026627325231504097
CACYBP,29.98445832189104,-2.0428326990860115,0.036506849282646504
ERRFI1,25.77871997973413,-7.0598529051798575,2.462441608451125e-4
MECR,7.0516840480501575,-3.513267151962333,0.0482508760572622
KCNC4,22.926438564349734,3.0943065547541964,0.0036505021566293817
UCHL5,12.501709078886103,-3.595459025835985,0.024613291065215672
BCAS2,14.635550179691128,-5.879158734710343,0.003083807867000641
TTF2,25.98956198675822,2.7179823129168477,0.026960953014673692
RPF1,16.20517534844929,-3.3722008364233367,0.02312145468251398
PRDX1,125.29431365814193,-2.3990557607946963,0.0013728929455527979
BLZF1,9.542913759355883,-4.855033467795324,0.013745996483278526
PRRC2C,177.94455671955177,2.125957786931295,0.0019960203839618947
PRDX6,58.61669886458883,-3.8184439496135396,3.238574574640673e-4
IRF6,9.610830388799181,-2.9985242267056393,0.03797405618404371
RSRP1,18.434842868125266,3.3035384420708103,0.001282793126347937
RPA2,13.202655815076973,-3.7422869010102318,0.020327754240694107
RPS25,528.8589430863218,-1.3087399231401098,0.011957115777319092
FASTKD2,22.267211367850688,2.8561508338026385,0.023818497840699438
NRP2,18.47151753019257,1.7916595856978108,0.04437879493400082
CREB1,13.913493958735414,-2.6426921999839923,0.04930613722172449
SGIP1,10.252522620646397,4.657207149502134,0.019138416451538295
CCNI,133.63219940928474,-2.473090288590761,0.0012767942115279904
UCHL3,14.88828085784549,-5.982144079763063,0.0020947868039449392
NDUFB3,34.585387896368324,-2.230117398498781,0.029671060919607663
TRPM6,17.75787672137979,3.861619110007227,0.008976236273791412
ABITRAM,8.417195382281495,-4.468446132715385,0.0214279090565288
RAB14,19.779108892650516,-1.9372265580294623,0.04869473674079799
NEK6,9.391350029387468,-3.0972479076286064,0.03710713114671306
NDUFA8,23.944135966303406,-3.2127856201221063,0.015592466307360484
HSDL2,7.614822747658293,-3.9752621319189227,0.03458517436865581
NRDE2,22.278609003903348,1.9051196827578287,0.039359818113790794
RHOQ,20.08058238735624,-4.567582916985199,0.003660666734167085
SMNDC1,7.823769722204651,-4.191324525609382,0.028062647047728245
DENND10,9.26320504437917,-3.0490111275388494,0.039760266980537536
MRPS14,14.909757573387806,-3.945605137655919,0.011145820633538802
PDZD11,14.624949119938123,-4.087635221192166,0.009685096134279718
NAA50,22.47988558665252,-3.929241834243718,0.007019820812831787
CAT,12.161686287470069,-5.454730257746252,0.006033354417624031
COPA,19.17680292930017,-3.119113544597405,0.012065819016460932
ANXA11,14.177134687618551,-2.3910681095257105,0.04482756051555614
RPL5,489.4816299934836,-1.8850008473194149,8.944865200486521e-6
HNRNPA2B1,96.79895042333138,-2.0011550814219943,0.014398767746761708
CISD1,18.551221003061286,-6.384879461803547,0.001265196751809747
ITIH5,12.334424953666264,3.015418072630161,0.03372242427577859
CTCFL,13.433521682386893,2.49881137469037,0.03326382433264046
NCOA3,20.94616060433278,2.42855790131689,0.006739993277624987
PARD6B,12.01725421520787,2.618813757532581,0.015584280631063381
CSE1L,8.100563565325217,-4.332871006981258,0.024545612797038388
HIF3A,19.195068863637722,3.7721685634136333,0.007927036840816219
SNRPC,38.349440607033344,-2.1199132954817212,0.031674300265629854
NQO2,11.321228156469802,-3.084690635725457,0.04658655841397559
RPS10,219.34273435058785,-1.445994388570714,0.01766531256704589
SNRPD2,115.27034421102815,-1.844563126891862,0.0017951760645582397
VASP,6.723137095786174,-3.502857474758987,0.04745179098097647
DTD1,12.096959104798369,-2.83558987279279,0.042231471861826554
SNRPB,28.10607922978787,-3.4329218348985666,0.0037883679648619373
AP5S1,18.50018172160883,2.0129494591251453,0.03534000202883527
DSTN,199.6642513263171,-1.8666282291974272,0.04430266284479446
SNRPB2,64.01149521701517,-1.9262624253229883,0.009034925346825802
MCM8,44.93149888365629,2.7950936157188764,0.013416197566697098
MRPS26,7.8597048764206034,-4.125810156526797,0.030625401683500312
EIF2S2,129.62926165960633,-1.4081250052569088,0.035975016628104886
ROMO1,77.11271762802897,-1.2326944463422926,0.035975016628104886
CAPNS1,22.113243250780837,-2.9674860387849447,0.016751274690958846
UBA2,12.803504291485119,-2.383795517041261,0.04625050741823838
PRDX5,90.28837382839927,-1.5683697822024087,0.011957115777319092
SBDS,20.58144271721491,-6.609633054110247,7.428634721377281e-4
BECN1,16.350484998366024,-3.1277402326178514,0.025818108449054473
TRAP1,9.566563684062025,-4.823575624052296,0.015120039047738022
UXT,24.11014619052285,-4.07932416194356,0.004868134032698218
TIMM17B,14.596372311223167,-3.14255536471202,0.03171015065853059
PCNX4,26.11491273020295,3.0284014168974984,4.7816289195821147e-4
RHOJ,12.504025352421552,8.969950922548588,4.01804271658316e-4
CHTF18,6.073409617873507,7.642000435048363,0.002026936157027244
TUBA4A,18.017529008978514,-4.317906507483544,0.006426783321073633
PNKD,8.58875479704875,-4.492083967924806,0.0214279090565288
ZFP36,7.22748181261183,-4.007864846456738,0.031749538614766266
PAICS,47.57849556655328,-2.724599638396588,0.0024703134206750794
TUBGCP6,6.425260082042292,4.781067865058716,0.02123937570258346
ATP6V1F,29.006762689297204,-7.343029484645161,5.599273970626345e-5
PDE11A,21.65745543459126,6.380780041241358,0.002626840015586317
HERC2,14.8809475022182,2.412379105614639,0.022868083127578674
PSMG2,21.15008204018505,-3.934723759834257,0.008469820257655634
ARPP19,39.91038669635148,-2.220160303865452,0.010520527061225493
PSMA1,24.740953498777365,-2.779694249598197,0.030947690940770742
PALLD,19.791078970471663,-2.669907323792086,0.0196997231822545
DCTD,13.171379938694297,-3.019626086124714,0.03326382433264046
TXNDC17,60.867138572439494,-4.117779446404195,5.082111223347753e-5
NGDN,9.406558712783934,-4.765666229432991,0.016038279897529144
AJUBA,15.090718136495656,-2.689347531387957,0.036878976453172084
SNX6,38.96540834340517,-1.9943428631712623,0.02628754402456277
EAPP,15.9671987303447,-4.174984771107918,0.007927036840816219
CRACR2A,16.749635972493166,2.6145099712107758,0.0346071377180784
FAM98C,12.456822627705987,2.1606069560885963,0.039760266980537536
RPL36,112.96130740226324,-1.8963967812235927,0.0010172544223591164
MRPL34,8.37892185221636,-4.45825085352622,0.021506589636874334
DKC1,20.897509499283533,-4.637930650125069,0.0032237277703910648
ULBP3,12.877178108225326,3.128899755881424,0.021966663096562294
COX4I1,105.28783685795318,-1.5862827101359407,0.015592466307360484
SH3BGRL,12.560692299412432,-5.320900915693376,0.010362874880293067
ENOSF1,12.353787779426645,1.8149343643350189,0.03895744669341995
EFR3A,12.495358192628693,-3.4778072292774294,0.025107158194186838
IMMT,10.662724992436644,-3.332668331069876,0.030531407625478093
RAN,121.25617672261221,-1.8649803887191254,0.009522175488907216
SERPINF1,4.226539855419347,4.183396219039364,0.02437967462877285
SEC61G,75.1829421776504,-2.2370689205609215,0.013745996483278526
H3-3B,373.1008123075215,-1.423321476559256,0.013745996483278526
RIDA,15.280117378327983,-5.906872195566036,0.0036483110392723454
RAB25,29.775997989511403,-1.8673652329060952,0.02436064282950249
PDE6A,11.458699602259497,3.1382425313025473,0.02244903432038814
RNF17,7.469130195788609,7.890414915899356,0.0025392842388953477
GPR12,8.255661895755772,1.3250051669445198,0.00872923086264214
TPT1,853.4121568958337,-1.1375115714102113,0.016812117730376667
RRAS2,12.239565481467759,-5.172989837152598,0.013933266264821173
COX16,47.91303012635849,-1.6011002139690833,0.03903270670838009
MRPS36,11.692813209679091,-3.376850819569481,0.027117885175026186
ARL8B,13.503934134905323,-5.6634104289188825,0.004915208310948135
NARS1,30.003074204874302,-3.9189373115401334,0.0037869537702443284
BTF3L4,48.11031152857264,-1.795090935968505,0.048955325670171336
TPGS2,9.728528354956683,-4.785084702034904,0.016788944150408547
TIMM10,9.449998304186776,-4.792499205142751,0.015575631013215227
ANXA1,239.72041424270546,-2.41955645519093,4.2646642998727855e-4
SYNCRIP,27.161502843351354,-7.148980865271845,2.252184326515196e-4
AKIRIN2,8.641066343886413,-4.2606377504564525,0.0295438816416319
CDK4,32.57271054974058,-3.4467819781450073,0.004767698174792762
KRT7,176.2754863312219,-2.884765070114431,1.312679497426631e-6
HNRNPA1,207.34792143621107,-1.8628636905311842,0.0016638571766871269
MPHOSPH6,10.310536697497025,-3.298219430466715,0.030694231194859666
MRPS9,6.3504369301597166,-3.4474357890078955,0.04796279695261789
SCEL,10.32245272705644,-5.075882970100396,0.009960822358744565
SCRN1,7.140532917303612,-3.8452254063038436,0.036787525827766905
SRSF1,28.446683561806285,-3.1411825039168906,0.008440907404456048
ACTL6A,12.352458946825706,-5.408689992275642,0.007927036840816219
MRPL47,17.476611825673217,-6.322885384324999,0.0010660146940802923
WDR33,15.291051595304587,-3.865528458412154,0.021501135647455986
CCDC115,8.421682385687019,-4.216108239233997,0.030046682408294438
IMP4,10.435021281885124,-3.1645641171227314,0.03293539943515147
GARNL3,18.064138280101957,3.6387286051583363,0.009233863129180817
MRPL50,13.082717173527728,-2.655135734501681,0.04546450963722714
RPL35,305.31801745698175,-1.1933188543593667,0.03923388250790438
ARHGEF39,10.24428583791832,2.392983221685044,0.03620324570105149
RPS6,496.69765629014415,-1.4372750194489423,0.0331701340041732
PPIL1,9.37191336673051,-4.607745554008603,0.02123937570258346
TMEM14B,35.27253789812258,-3.475023620946881,0.006929962334224966
UQCC2,51.05914259468772,-2.3367214722755447,0.032655987031690835
HMGA1,62.96108006648941,-1.4599393052964238,0.03505578572098368
MRPL15,15.22076309544919,-2.6959287886362056,0.036961414446450014
TMPRSS13,8.255661895755772,1.3250051669445198,0.00872923086264214
RABGGTB,6.721065357962175,-3.6486815797791166,0.04207650546791355
ARHGAP29,25.874405078336423,-2.7958594684309723,0.01171143632022686
IFT172,30.931106555960092,2.757480095514896,0.004351935439259223
DYNC2LI1,12.216364525533168,-3.4506737477641516,0.022798746706908735
RAB1A,57.4333406791825,-6.46150069704002,1.5708550486347464e-5
LRPPRC,21.0253546615078,-3.407532596224676,0.0049190248412312575
ARL3,14.922839911783003,-5.936224844700448,0.002825335300526029
RPS24,286.47283764815944,-0.9937433036738121,0.036961414446450014
BARD1,26.16150449677144,3.380830565156335,0.005407436450490478
ANXA3,38.98687834248743,-2.2724956912558474,0.02957479215623707
GSTCD,11.766692957745237,2.9157779161894406,0.02625990164470435
INTS12,8.265210724274217,-4.06409709160262,0.034439645891805565
PAPSS1,10.860120402582641,-3.0349133473676337,0.03687613616812058
SINHCAF,30.17871421588585,-4.616275336192383,0.0014187709363387673
DUSP6,14.401163939900126,-5.834159587702963,0.0035340579416047917
SNRPF,32.39927702955464,-2.450949621344011,0.024507426506754477
ZIC5,12.196778447178357,8.463627207559625,0.0032237277703910648
SLC24A4,14.385939783074539,2.566791830270003,0.015637515474703986
WARS1,24.680963027667183,-4.174518666339232,0.0027603939052631213
SERF2,530.1210086631013,-1.0908578410672376,0.0401691070882212
FGF7,7.690093947730899,3.1643404644341504,0.038814458146860964
GTF2A2,24.228880437607774,-1.9953430267276646,0.028145320471814485
DISP2,24.56921059057453,2.945151255876613,0.002744678234219828
SCAPER,35.546112103833124,2.285804142587269,0.015497971277153464
ARRDC4,17.468556363927316,-6.299102150467384,0.0012422977275272252
MFGE8,15.054408875767791,2.9561435853233586,0.0050090683845078815
MARVELD3,13.594365870109376,4.244127896463256,0.008207817914162181
NDUFB10,19.271089110272825,-4.6231739379112,0.0035910886218820702
COPS3,18.47040441874695,-4.416847173684442,0.004815081342406476
RPL13A,527.2122965680335,-1.1716929146951411,0.03171015065853059
SH3BGRL3,77.12249228530855,-2.495270877037253,0.00116527831349277
RPS8,582.134635143443,-1.398662897542055,0.004772647422724283
TIPRL,25.181144831263516,-4.957090383239741,0.0019908342289883555
NME7,22.473512282580632,-6.775053674486181,5.41182810205498e-4
TMCO1,6.35909397565782,-3.4885907295440872,0.04637659331110597
PFDN2,73.48634299065597,-2.533412570809734,0.0070258686476111784
HDGF,50.88830695333487,-2.9548592827690405,8.251523799907446e-4
MRPL9,16.383901430823528,-3.19473630310075,0.022144503736177604
SNAPIN,12.767637248637326,-5.570062502952077,0.0049190248412312575
ILF2,51.86402817922756,-1.827198267639456,0.021009565396271856
SRP9,49.54537637797058,-4.2030583197043665,8.824510468040968e-5
ARF1,66.61473525215088,-2.7644871173541983,0.009733683382182582
PARP1,13.178406601259804,-3.716536888761333,0.015369222475085601
CALM2,574.7907361470644,-2.3076278632412324,1.2415887723331347e-4
RPS27A,637.1670990459743,-1.7986570660689472,0.0017577342004709221
SNRPG,108.47646008931858,-1.4370466902167771,0.021009565396271856
