gene,baseMean,log2FoldChange,padj
HES2,21.214866037906503,1.5983897080890266,0.03452393620634248
ZZEF1,44.54183675372481,1.497648288782797,0.011819401531433658
OPHN1,55.824956056325306,-1.1246225933130225,0.02869542981837265
ORC6,63.54615262511625,-1.0876966547353986,0.026370727429991504
ARSA,70.6156601770085,2.5703599317161956,8.999556218447817e-8
GALNT16,19.47349396665736,1.4438784626767895,0.047426888768966675
CELF4,15.048619642598162,1.593220925068107,0.047426888768966675
STAG2,509.95823024293577,3.328515425535976,6.521073189045038e-14
LAPTM4B,35.20857269304926,2.0409354286787695,1.401548688528724e-4
VRK3,46.98952181651221,1.1899597119190706,0.01877692191756061
NEDD9,144.4593629555929,1.6715446005516092,4.298156196084066e-4
UBE3A,30.942788373596862,-1.2390369338619853,0.047426888768966675
GNAI2,17.418898958724153,1.551205672974315,0.0489955141714879
DPPA4,90.5911032574799,2.336698219203921,5.212856665969612e-7
SOX4,37.78614117950796,1.4589014628127643,0.009413328307681802
IFT22,20.90016384981174,1.4573023806202106,0.03449068376519691
ULBP3,42.96632542249523,1.7230708851141443,9.910337725717057e-4
IDO1,47.732993421602266,1.8337493644486076,7.888420357628529e-4
SLC16A3,18.4279353226254,1.8921442706727536,0.015256809818020505
GPM6A,111.40396176018494,2.4750259861399164,1.6363948743071324e-5
CCDC122,46.732160888710965,1.3073813624606188,0.014125182782829478
CARHSP1,15.952380097303388,1.6803107588768205,0.038356805189942896
AK9,50.362919927143565,1.1071776300075933,0.04335063991572485
TONSL,33.418338968739455,1.327626237205351,0.019440694244673068
BROX,14.450023599287796,2.252070897397383,0.0066045440024075685
GMPS,29.156852214051963,1.4497128153235868,0.016659054836552726
GPR85,60.56541354409132,2.4602199125720223,1.5160827105371655e-7
EMX2,45.90692862952114,4.688327883344114,3.4771952108742843e-10
IHO1,19.155274485290462,1.7071460783390284,0.02542791558426718
ATR,15.651314016422187,-1.7172823713265548,0.03083068584954396
PCDH9,200.5290053586439,2.5205277430320634,7.069843784426488e-12
CD47,248.68551699282085,2.9089680568575784,9.415867065008392e-13
ZNF165,15.26808865894947,2.84990030270292,5.876340415297559e-4
